idx,l_angle_knee,r_angle_knee,l_angle_hip,r_angle_hip,back_ground_angle
448,93.43936319203486,78.71342329346399,134.53418845711465,130.71346521763948,2.163783988297184
449,89.52782892909319,76.3295922778248,132.39182600037978,130.70579607475196,1.2963307273295461
450,87.06042782256769,80.69393234723549,129.2520530444066,131.58984842514627,1.944148375934033
451,90.69723648639533,76.20660545034997,124.8816098466192,124.73151610481266,7.991310419308631
452,88.2558533027484,79.62843307047223,122.83116502983302,124.66547958901032,7.486521383617127
453,87.66239252146174,78.01603372250506,120.54338589509591,121.88022907734985,8.767364735308684
454,84.69832706170055,74.96161047752757,117.75251771151837,119.10145308850078,9.839319205021173
455,83.57774018684677,74.00207435695495,115.97315371291877,117.63955659710142,11.376627647439452
456,79.91197646419194,70.48823469271856,114.56359896046273,117.191417733077,9.774506096854875
457,81.84834225434629,74.58529687653555,115.27607562818605,118.19328597290372,13.353577880042263
458,81.04377266565831,74.98788686788492,111.85917260105022,116.52161718071144,15.267110855457458
459,80.45340372554591,74.69528644319546,110.04365030811203,114.5380071770092,17.05362985651712
460,79.64551243097128,71.66018728649269,107.7111138559397,110.96876815762096,19.750126506112476
461,78.56826714100863,72.571096829805,104.7471792833259,109.72161014010443,20.660349004979622
462,77.61912712091754,70.32402454263234,103.0814722865187,107.22015611852133,22.217937998809884
463,63.43966761980926,58.09484835883015,92.1194178188095,98.33996189301448,25.181767856035112
464,62.78757215859942,57.659186361431,89.30031608298911,95.21926052865138,28.168657505222903
465,61.497458406127066,56.07826824963259,87.52165062636794,94.38220532792796,28.012267298998
466,59.766195641091926,55.64705673594694,86.63397511180926,94.87007522150623,28.417292554467835
467,59.135077702153396,53.779723350364705,84.45585926561981,91.85593244542387,32.08691777894778
468,61.114262765483446,57.05835978387444,84.3629321412061,92.06866746252017,32.45228849314156
469,62.12767373654818,56.89549109305872,85.23511127591532,91.96904033143416,32.24041614199516
470,62.741535601890156,57.58512048498003,83.80123749559354,91.20593479430755,33.05705121873492
471,63.61960125351237,58.78566282036232,82.3612682335906,89.94534319438574,35.756238385048576
472,62.49583562677939,58.098917928763484,82.50643596385811,90.38625594710251,34.90659913836827
473,62.64041561456447,58.83033890040744,81.1811198811318,89.93442322945968,34.7954283210196
474,62.9038380035846,60.685475751441246,79.90118892236582,89.73061161671109,36.559111805780454
475,63.03590964587812,60.12466164073501,80.35062025981716,88.58436883019766,36.44872420535992
476,63.90136739554696,60.57939154188138,80.18477169988186,88.20147322533312,37.31585553423422
477,61.85174380525537,57.81431796597381,79.85794304267044,87.28290279324942,36.128658207335924
478,63.22305144862553,59.65692685605918,80.1024072638864,87.80965924900947,36.74262230979992
479,63.14068067627047,60.29087426903359,79.77393907502152,88.02799305174656,37.504142360270144
480,63.24851979826837,60.22998209031526,80.04003445153594,88.65279117831037,37.12411172264978
481,57.810235807324894,58.31968631345426,80.66237597508567,91.13533966304622,35.25572802565556
482,58.79046695524417,58.9519462998362,81.23993640872557,90.89701179082948,35.67620752478405
483,62.85582501040769,58.462872658154,82.07789505269187,89.62391975417093,35.944254420054556
484,76.31537430791788,72.20357879169607,89.88094972100035,97.6504940081441,34.08057519214132
485,63.921432927376,62.86687939403783,82.27993119725079,92.85011317627725,35.59938344680073
486,62.51821414311528,60.96164522564159,83.76790828930933,94.23430908253602,34.0566442688021
487,64.40090880224182,61.71270189103734,84.81694742642173,94.52505939095556,34.18092642860243
488,63.42629694832796,61.110995557230694,86.12394022746258,96.20502562934709,31.96670432637869
489,66.15226666498206,61.38091712084483,88.08801210445151,95.71214322303415,31.301821861575363
490,64.18753878902203,60.63412673507276,89.58639703734174,97.634018085935,30.287024701687766
491,64.98417543865597,60.02495579464912,91.79266853960782,97.99760819678629,27.050273239009798
492,64.13097942857122,57.92777602315663,93.93502133689505,98.80024236555518,24.397142234994607
493,78.10124009781609,70.86778707631397,105.84317679905416,111.05651291826247,19.103772441769333
494,78.95701192080368,71.82571817186367,108.2890816230883,112.55734592795653,17.463934915922028
495,80.0943150309396,70.78103268989742,110.33335721356423,112.87956450795046,16.819796966236805
496,80.07994756545563,72.02520297688294,110.82323593290701,113.88977986007723,16.483438091692996
497,82.59539900956246,75.18702266929311,114.70227721980629,118.23281838701175,12.689377608037175
498,81.79366691481803,74.3119284267866,116.69450721953845,119.17078278467575,11.145336958381336
